Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status,Custom Product Type,Collection
KÄRCHER HDS 5/15 UX Kuumavesipesuri,KÄRCHER HDS 5/15 UX Kuumavesipesuri,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Helppokäyttöinen, vaivattomasti liikuteltava, letkukelalla varustettu kuumavesipesuri perustason pesutehtäviin. Pystymallisena se vie vain vähän lattiatilaa ja on helppo siirrellä ja säilyttää. Valovirtakäyttöinen pesuri mahdollistaa painepesun kuumalla vedellä erilaisissa kohteissa tavallisen verkkovirran voimalla. Taloudellinen, pystymallinen kuumavesipesuri on varteenotettava vaihtoehto tavalliselle kylmävesipesurille perustason pesutehtäviin. <span class=""fix-spelling"">EASY!Force</span>-pesukahva käyttää korkeapainesuihkusta syntyvää rekyylivoimaa liipaisimen painamiseen, mikä vähentää käyttäjältä vaadittavan puristusvoiman nollaan. <span class=""fix-spelling"">EASY!Lock</span> pikakiinnitysjärjestelmä mahdollistaa viisi kertaa nopeamman käsittelyn, kuin perinteisissä ruuviliitoksissa.</p>
<p> </p>
<div class=""row"">
<div class=""col-sm-12"">
<div class=""row fc-featurebenefits-row"">
<div class=""col-sm-5"">
<h6>Kompakti muotoilu</h6>
</div>
<div class=""col-sm-7 col-no-padding"">
<ul class=""mce-bullist"">
<li>Vähäinen tilantarve säilytyksessä ja kuljetuksessa.</li>
<li>Mahdollista kuljettaa vaaka-asennossa.</li>
<li>Mahtuu paketti- ja farmariautoon.</li>
</ul>
</div>
</div>
<div class=""row fc-featurebenefits-row"">
<div class=""col-sm-5"">
<h6>Säästä aikaa ja vaivaa: <span class=""fix-spelling"">EASY!Force</span>-pesukahva ja <span class=""fix-spelling"">EASY!Lock</span>-pikakiinnitysjärjestelmä</h6>
</div>
<div class=""col-sm-7 col-no-padding"">
<ul class=""mce-bullist"">
<li>Työskentele väsymättä: <span class=""fix-spelling"">EASY!Force</span>-pesukahvalla.</li>
<li><span class=""fix-spelling"">EASY!Lock</span>-pikakiinnitysjärjestelmä: kestävä ja lujatekoinen. Viisi kertaa nopeampi kuin perinteiset kierreliitokset.</li>
</ul>
</div>
</div>
</div>
</div>
</div>",,,,Kuumavesipesurit,TRUE,,,,,,,1.064-913.0,,shopify,10000,deny,manual,2630.00,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/149/SilverShop_Page_Product-148031/1__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,KÄRCHER HDS 5/15 UX Kuumavesipesuri,KÄRCHER HDS 5/15 UX Kuumavesipesuri,Kuumavesipesurit,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/149/SilverShop_Page_Product-148031/1__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Kuumavesipesurit,Koti & Autotalli
Kärcher  HDS 13/20-4 SXA Kuumavesipesuri,Kärcher  HDS 13/20-4 SXA Kuumavesipesuri,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>Supersarjan kuumavesipesurit on suunniteltu intensiiviseen käyttöön. Ne tarjoavat miellyttävän ja ergonomisen käyttökokemuksen myös vaativissa käyttökohteissa ja pitkäkestoisissa puhdistustehtävissä. Tämän mallin suuri, 1300 l/h vedentuotto mahdollistaa raskaan kaluston, koneiden ja suurten piha-alueiden tehokkaan puhdistamisen. SXA-malleissa on vakiona uusi automaattinen letkukela, joka kelautuu molempiin suuntiin jopa 45 asteen kulmassa. Tehokkaan pumpun ja suuren lämmityskierukan ansiosta laitteen paine ja vedentuottokyky säilyvät tasaisina myös korkeissa lämpötiloissa. Lämmityspoltin tuottaa myös 155 °C höyryä. Toimintoja voidaan säätää pikavalintakiekolla ja valosymbolit informoivat käyttäjää huolloista, poikkeamista ja esimerkiksi säiliöiden täyttötarpeesta. <span class=""fix-spelling"">EASY!Force</span> -pesukahva käyttää korkeapainesuihkusta syntyvää rekyylivoimaa liipaisimen painamiseen. Eco-käyttötilassa pesuri toimii taloudellisimmalla lämpötila-alueella ja maksimaalisella vesimäärällä. Pitkän elinkaaren ja varman toiminnan takaavat korroosiosuojattu, vankka runko, 3-mäntäinen, messinkinen aksiaalipumppu, lujat keraamiset männät sekä nelinapainen sähkömoottori.</p>
<p> </p>
<div id=""featurebenefits"">
<h5 class=""section-headline"">Ominaisuudet ja edut</h5>
<div class=""row"">
<div class=""col-sm-12"">
<div class=""row fc-featurebenefits-row"">
<div class=""col-sm-5"">
<h6>Automaattinen letkukela</h6>
</div>
<div class=""col-sm-7 col-no-padding"">
<ul class=""mce-bullist"">
<li>Vähentää käyttöönottoon kuluvaa aikaa jopa 50%.</li>
<li>Mahdollistaa sujuvan sisään- ja uloskelautumisen myös paineen alaisena ja jopa 45° kulmassa.</li>
</ul>
</div>
</div>
<div class=""row fc-featurebenefits-row"">
<div class=""col-sm-5"">
<h6>Laaja valikoima <span class=""fix-spelling"">EASY!Lock</span>-kierteellä olevia varusteita</h6>
</div>
<div class=""col-sm-7 col-no-padding"">
<ul class=""mce-bullist"">
<li><span class=""fix-spelling"">EASY!Force</span> pesukahva minimoi lihaksiin kohdistuvan rasituksen ja mahdollistaa pitkät työskentelyjaksot.</li>
<li>Helppo paineen ja vesimäärän säätö pesukahvaan asennetun Servo Control -kytkimen avulla.</li>
<li>Kiertyvällä liitoksella varustettu, 1050 mm suihkuputki</li>
</ul>
</div>
</div>
<div class=""row fc-featurebenefits-row"">
<div class=""col-sm-5"">
<h6>Korkea hyötysuhde</h6>
</div>
<div class=""col-sm-7 col-no-padding"">
<ul class=""mce-bullist"">
<li><span class=""fix-spelling"">eco!efficiency</span> -tilassa laite käyttää taloudellisinta lämpötila-aluetta (60 ° C) - täydellä veden virtauksella.</li>
<li>Poltinsyklit on optimoitu vähentämään polttoaineen kulutusta 20% verrattuna täyden kuorman toimintaan.</li>
</ul>
</div>
</div>
<div class=""row fc-featurebenefits-row"">
<div class=""col-sm-5"">
<h6>Maksimaalista tehokkuutta</h6>
</div>
<div class=""col-sm-7 col-no-padding"">
<ul class=""mce-bullist"">
<li>Tehokas ja erittäin helposti huollettava lämmityskattila.</li>
<li>4-napainen sähkömoottori kolmemäntäisellä aksiaalipumpulla.</li>
<li>Vesijäähdytteinen moottori takaa korkean suorituskyvyn ja kestävyyden.</li>
</ul>
</div>
</div>
<div class=""row fc-featurebenefits-row"">
<div class=""col-sm-5"">
<h6>Turvajärjestelmä</h6>
</div>
<div class=""col-sm-7 col-no-padding"">
<ul class=""mce-bullist"">
<li>Helposti irrotettava tulovesisuodatin suojaa pumppua pienpartikkeleilta.</li>
<li>Ylipainesuoja ja kuivakäynninesto suojaavat tekniikkaa poikkeamien varalta.</li>
<li>Pehmeä iskunvaimennus (SDS) kompensoi värähtelyä ja painepiikkejä korkeapainejärjestelmässä.</li>
</ul>
</div>
</div>
<div class=""row fc-featurebenefits-row"">
<div class=""col-sm-5"">
<h6>Koneen rungossa kiinnityspaikat kaikille tärkeimmille varusteille</h6>
</div>
<div class=""col-sm-7 col-no-padding"">
<ul class=""mce-bullist"">
<li>Tukevat kiinnityspaikat mukana tarvittaville varusteille, koukut tulovesiletkulle ja virtajohdolle.</li>
<li>Tilava säilytyslokero esimerkiksi puhdistusaineita, käsineitä tai työkaluja varten.</li>
</ul>
</div>
</div>
<div class=""row fc-featurebenefits-row"">
<div class=""col-sm-5"">
<h6>Pesuaineen annosteluyksikkö</h6>
</div>
<div class=""col-sm-7 col-no-padding"">
<ul class=""mce-bullist"">
<li>Helposti vaihdettava pesuaine syöttö säiliöiden 1 ja 2 välillä.</li>
<li>Tarkka puhdistusaineen annosteluyksikkö puhtaaksi huuhtelutoiminnolla.</li>
<li>Tarkka annosteluventtiili takaa pesuaineen optimaalisen kulutuksen.</li>
</ul>
</div>
</div>
<div class=""row fc-featurebenefits-row"">
<div class=""col-sm-5"">
<h6>Liikkuvuuskonsepti</h6>
</div>
<div class=""col-sm-7 col-no-padding"">
<ul class=""mce-bullist"">
<li>Sulava muotoilu isoilla kumirenkailla ja kääntyvillä etupyörillä.</li>
<li>Ergonominen ja helppokäyttöinen kallistusmekanismi helpottaa liikuttelua esimerkiksi kynnysten ja kaapelivientien yli.</li>
<li>Kookkaat työntökahvat mahdollistavat helpon liikuteltavuuden</li>
</ul>
</div>
</div>
<div class=""row fc-featurebenefits-row"">
<div class=""col-sm-5"">
<h6>Helppokäyttöiset perustoiminnot</h6>
</div>
<div class=""col-sm-7 col-no-padding"">
<ul class=""mce-bullist"">
<li>Höyrytoiminto on nopeasti otettavissa käyttöön säätämällä pumpun tuottamaa painetta ja vesimäärää.</li>
<li>Nopea ja helppokäyttöinen yhden kytkimen käyttöliittymä.</li>
</ul>
<p> </p>
<div class=""col-sm-6"">
<p>Scope of supply</p>
<ul class=""mce-bullist"">
<li>Pesukahva: <span class=""fix-spelling"">EASY!Force</span> Advanced</li>
<li>Korkeapaineletku: 20 m, DN 8, 315 bar</li>
<li>Suihkuputki: 1050 mm</li>
<li>Voimasuutin</li>
</ul>
<p class=""mt-4""> </p>
<p class=""mt-4"">Varustelu</p>
<ul class=""mce-bullist"">
<li>integroitu letkukela</li>
<li>Painekytkinautomatiikka</li>
<li>Valmius kaksille pesuvarusteille</li>
<li>Navanvaihtokytkin (3-vaihe)</li>
<li>SDS-värinänvaimennus</li>
<li>Kaksi pesuainesäiliötä</li>
<li>Kuivakäynnin esto</li>
</ul>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",,,,Kuumavesipesurit,TRUE,,,,,,,1.071-936.0,,shopify,10000,deny,manual,8321.50,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/280/SilverShop_Page_Product-279144/1__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Kärcher  HDS 13/20-4 SXA Kuumavesipesuri,Kärcher  HDS 13/20-4 SXA Kuumavesipesuri,Kuumavesipesurit,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/280/SilverShop_Page_Product-279144/1__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Kuumavesipesurit,Koti & Autotalli
Kärcher HDS 10/20-4 M Kuumavesipesuri,Kärcher HDS 10/20-4 M Kuumavesipesuri,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p>1. ECO-käyttömoodi auttaa vähentämään polttoaineen kulutusta ja alentamaan päästöjä. Optimoitu lämmityskattila ja tehokas pumppu varmistavat erinomaisen hyötysuhteen. Kalkinestoaineen annostelu on säädettävissä veden kovuuden mukaan.</p>
<p>2. Selkeän käyttöliittymän ansiosta pesurin toiminnot ovat helposti hallittavissa. Suihkuputkelle on kätevä säilytyspaikka koneen sivulla. Ergonominen Easy Press -kahva takaa työskentelymukavuuden.</p>
<p>3. Patentoitu suutinteknologia tuottaa koko leveydeltään tasaisen voimakkaan korkeapainesuihkun ja takaa markkinoiden parhaan puhdistustehon. Pesurissa on voimakas, pitkäikäinen korkeapainepumppu, jossa on keraamiset männät.</p>
<p>4. Liikuteltavuus Pesurin siirtäminen ja liikuttelu sujuu vaivattomasti suotuisan painojakauman ja tukevien pyörien ansiosta. Pesurissa on nostopaikat trukilla käsittelyä varten.</p>
<p>5. Käyttövarmuus Äärimmäisen luja, iskunkestävä ja ruostumaton kuori, pakokaasun lämpötilan vartiointi ja kestävä aksiaalipumppu keraamisilla männillä takaavat pitkän käyttöiän ja varmatoimisuuden. Automaattinen suojajärjestelmä suojaa lämmityskierukkaa kalkin haurastuttavalta vaikutukselta.</p>
</div>",,,,Kuumavesipesurit,TRUE,,,,,,,1.071-900.0,,shopify,10000,deny,manual,5160.68,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/125/SilverShop_Page_Product-124251/c15a51225e4fe9d60c303c789f4eddbc__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Kärcher HDS 10/20-4 M Kuumavesipesuri,Kärcher HDS 10/20-4 M Kuumavesipesuri,Kuumavesipesurit,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/125/SilverShop_Page_Product-124251/c15a51225e4fe9d60c303c789f4eddbc__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Kuumavesipesurit,Koti & Autotalli
Kärcher HDS 10/20-4 MX Kuumavesipesuri,Kärcher HDS 10/20-4 MX Kuumavesipesuri,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<h5 class=""section-headline"">Ominaisuudet ja edut</h5>
<div class=""row"">
<div class=""col-sm-4 image-fit""><img alt=""Painepesuri HDS 10/20-4 MX: Tehokkuus"" src=""https://s1.kaercher-media.com/images/pim/1077915_det_3502x502.jpg""/>
<h6 class=""headlinebottom"">Tehokkuus</h6>
<span class=""fix-spelling"">eco!efficiency</span> -tilassa laite käyttää taloudellisinta lämpötila-aluetta (60 ° C) - täydellä veden virtauksella. Poltinsyklit on optimoitu vähentämään polttoaineen kulutusta 20% verrattuna täyden kuorman toimintaan.</div>
<div class=""col-sm-4 image-fit""><img alt=""Painepesuri HDS 10/20-4 MX: Maksimaalista tehokkuutta"" src=""https://s1.kaercher-media.com/images/pim/1071420_det_4502x502.jpg""/>
<h6 class=""headlinebottom"">Maksimaalista tehokkuutta</h6>
Erittäin tehokas, kokeiltu ja testattu poltintekniikka. 4-napainen sähkömoottori kolmemäntäisellä aksiaalipumpulla. Vesijäähdytteinen moottori takaa korkean suorituskyvyn ja kestävyyden.</div>
<div class=""col-sm-4 image-fit""><img alt=""Painepesuri HDS 10/20-4 MX: Turvajärjestelmä"" src=""https://s1.kaercher-media.com/images/pim/1071900_det_4502x502.jpg""/>
<h6 class=""headlinebottom"">Turvajärjestelmä</h6>
Kookas syöttövesisuodatin suojaa pumppua syöttöveden epäpuhtauksilta. Integroitu pakokaasutermostaatti pysäyttää käyttömoottorin, jos päästöjen lämpötila nousee yli 300°C. Pehmeä iskunvaimennus (SDS) kompensoi värähtelyä ja painepiikkejä korkeapainejärjestelmässä.</div>
</div>
</div>",,,,Kuumavesipesurit,TRUE,,,,,,,1.071-912.0,,shopify,10000,deny,manual,5870.16,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/125/SilverShop_Page_Product-124260/f9afca16ca698bc72f66d4b0ee79f13c__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~png.webp,1,,FALSE,Kärcher HDS 10/20-4 MX Kuumavesipesuri,Kärcher HDS 10/20-4 MX Kuumavesipesuri,Kuumavesipesurit,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/125/SilverShop_Page_Product-124260/f9afca16ca698bc72f66d4b0ee79f13c__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~png.webp,,,,,,active,Kuumavesipesurit,Koti & Autotalli
Kärcher HDS 10/21-4 M Kuumavesipesuri,Kärcher HDS 10/21-4 M Kuumavesipesuri,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<p><span>Uudistuneet HDS-kuumavesipesurit on suunniteltu intensiiviseen käyttöön. Ne tarjoavat miellyttävän ja ergonomisen käyttökokemuksen myös vaativissa käyttökohteissa ja pitkäkestoisissa puhdistustehtävissä. Tämän mallin 1000 l/h vedentuotto, 210 baarin työpaine ja tehokas lämmityspoltin on tehokas yhdistelmä likaa irrottava ja sitä kohteesta pois siirtävää voimaa. Tehokkaan pumpun ja suuren lämmityskierukan ansiosta laitteen paine ja vedentuottokyky säilyvät tasaisina myös korkeissa lämpötiloissa. Lämmityspoltin tuottaa myös kuumaa höyryä aina 155 °C saakka. Toimintoja voidaan säätää pikavalintakiekolla ja selkeät valosymbolit informoivat käyttäjää huolloista, mahdollisista poikkeamista ja esimerkiksi säiliöiden täyttötarpeesta. </span><span class=""fix-spelling"">EASY!Force</span><span> -pesukahva käyttää korkeapainesuihkusta syntyvää rekyylivoimaa liipaisimen painamiseen. Eco-käyttötilassa pesuri toimii taloudellisimmalla lämpötila-alueella ja maksimaalisella vesimäärällä. Suuret takapyörät ja ergonomiset työntökahvat takaavat helpon liikuteltavuuden. Pitkän elinkaaren ja varman toiminnan takaavat korroosiosuojattu, vankka runko, 3-mäntäinen, messinkinen aksiaalipumppu, lujat keraamiset männät sekä nelinapainen sähkömoottori.</span></p>
<p> </p>
<h5 class=""section-headline"">OMINAISUUDET JA EDUT</h5>
<div class=""row"">
<div class=""col-sm-12"">
<div class=""row fc-featurebenefits-row"">
<div class=""col-sm-5"">
<h6>Korkea hyötysuhde</h6>
</div>
<div class=""col-sm-7 col-no-padding"">
<ul class=""mce-bullist"">
<li><span class=""fix-spelling"">eco!efficiency</span><span> </span>-tilassa laite käyttää taloudellisinta lämpötila-aluetta (60 ° C) - täydellä veden virtauksella.</li>
<li>Poltinsyklit on optimoitu vähentämään polttoaineen kulutusta 20% verrattuna täyden kuorman toimintaan.</li>
</ul>
</div>
</div>
<div class=""row fc-featurebenefits-row"">
<div class=""col-sm-5"">
<h6>Laaja valikoima<span> </span><span class=""fix-spelling"">EASY!Lock</span>-kierteellä olevia varusteita</h6>
</div>
<div class=""col-sm-7 col-no-padding"">
<ul class=""mce-bullist"">
<li><span class=""fix-spelling"">EASY!Force</span><span> </span>pesukahva minimoi lihaksiin kohdistuvan rasituksen ja mahdollistaa pitkät työskentelyjaksot.</li>
<li>Helppo paineen ja vesimäärän säätö pesukahvaan asennetun Servo Control -kytkimen avulla.</li>
<li>Kiertyvällä liitoksella varustettu, 1050 mm suihkuputki</li>
</ul>
</div>
</div>
<div class=""row fc-featurebenefits-row"">
<div class=""col-sm-5"">
<h6>Maksimaalista tehokkuutta</h6>
</div>
<div class=""col-sm-7 col-no-padding"">
<ul class=""mce-bullist"">
<li>Tehokas ja erittäin helposti huollettava lämmityskattila.</li>
<li>4-napainen sähkömoottori kolmemäntäisellä aksiaalipumpulla.</li>
<li>Vesijäähdytteinen moottori takaa korkean suorituskyvyn ja kestävyyden.</li>
</ul>
</div>
</div>
<div class=""row fc-featurebenefits-row"">
<div class=""col-sm-5"">
<h6>Turvajärjestelmä</h6>
</div>
<div class=""col-sm-7 col-no-padding"">
<ul class=""mce-bullist"">
<li>Helposti irrotettava tulovesisuodatin suojaa pumppua pienpartikkeleilta.</li>
<li>Ylipainesuoja ja kuivakäynninesto suojaavat tekniikkaa poikkeamien varalta.</li>
<li>Pehmeä iskunvaimennus (SDS) kompensoi värähtelyä ja painepiikkejä korkeapainejärjestelmässä.</li>
</ul>
</div>
</div>
<div class=""row fc-featurebenefits-row"">
<div class=""col-sm-5"">
<h6>Koneen rungossa kiinnityspaikat kaikille tärkeimmille varusteille</h6>
</div>
<div class=""col-sm-7 col-no-padding"">
<ul class=""mce-bullist"">
<li>Tukevat kiinnityspaikat mukana tarvittaville varusteille, koukut tulovesiletkulle ja virtajohdolle.</li>
<li>Tilava säilytyslokero esimerkiksi puhdistusaineita, käsineitä tai työkaluja varten.</li>
</ul>
</div>
</div>
<div class=""row fc-featurebenefits-row"">
<div class=""col-sm-5"">
<h6>Pesuaineen annosteluyksikkö</h6>
</div>
<div class=""col-sm-7 col-no-padding"">
<ul class=""mce-bullist"">
<li>Helposti vaihdettava pesuaine syöttö säiliöiden 1 ja 2 välillä.</li>
<li>Tarkka puhdistusaineen annosteluyksikkö puhtaaksi huuhtelutoiminnolla.</li>
</ul>
</div>
</div>
<div class=""row fc-featurebenefits-row"">
<div class=""col-sm-5"">
<h6>Liikkuvuuskonsepti</h6>
</div>
<div class=""col-sm-7 col-no-padding"">
<ul class=""mce-bullist"">
<li>Sulava muotoilu isoilla kumirenkailla ja kääntyvillä etupyörillä.</li>
<li>Ergonominen ja helppokäyttöinen kallistusmekanismi helpottaa liikuttelua esimerkiksi kynnysten ja kaapelivientien yli.</li>
<li>Kookkaat työntökahvat mahdollistavat helpon liikuteltavuuden</li>
</ul>
</div>
</div>
<div class=""row fc-featurebenefits-row"">
<div class=""col-sm-5"">
<h6>Helppokäyttöiset perustoiminnot</h6>
</div>
<div class=""col-sm-7 col-no-padding"">
<ul class=""mce-bullist"">
<li>Kaikki toiminnot yhden pikavalintakiekon takana.</li>
</ul>
</div>
</div>
</div>
</div>
</div>",,,,Kuumavesipesurit,TRUE,,,,,,,1.071-939.0,,shopify,10000,deny,manual,6345.85,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/284/SilverShop_Page_Product-283771/1__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Kärcher HDS 10/21-4 M Kuumavesipesuri,Kärcher HDS 10/21-4 M Kuumavesipesuri,Kuumavesipesurit,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/284/SilverShop_Page_Product-283771/1__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Kuumavesipesurit,Koti & Autotalli
Kärcher HDS 10/21-4 MXA Kuumavesipesuri,Kärcher HDS 10/21-4 MXA Kuumavesipesuri,"<div aria-labelledby=""Kuvaus"" class=""product-item-tab-content active"" id=""Kuvaus"" role=""tabpanel"" tabindex=""0"">
<h2>Kärcher HDS 10/21-4 MXA – Tehokas kuumavesipainepesuri vaativaan käyttöön</h2>
<p>Kärcherin HDS 10/21-4 MXA on suunniteltu tarjoamaan maksimaalista suorituskykyä ja käyttäjäystävällisyyttä. Sen 4-napainen, vesijäähdytteinen sähkömoottori yhdessä automaattisen letkukelan kanssa tekevät siitä erinomaisen valinnan monipuolisiin puhdistustarpeisiin.</p>
<h3>Ominaisuudet</h3>
<ul class=""mce-bullist"">
<li><strong>Automaattinen letkukela</strong> – Mahdollistaa 20 metrin korkeapaineletkun kätevän ja turvallisen säilytyksen.</li>
<li><strong>Monipuoliset varusteet</strong> – EASY!Force Advanced -pesukahva vähentää rasitusta, ja paine sekä vesimäärä ovat säädettävissä Servo Control -säätimellä</li>
<li><strong>Korkea hyötysuhde</strong> – eco!efficiency-tila optimoi polttoaineenkulutuksen, vähentäen sitä jopa 20 % täydellä teholla toimimiseen verrattuna. </li>
<li><strong>Luotettavuus</strong> – Saksassa valmistettu polttoteknologia, 4-napainen sähkömoottori ja 3-mäntäinen aksiaalipumppu takaavat pitkän käyttöiän.</li>
<li><strong>Käytön turvallisuus</strong> – Helposti saavutettava vedensuodatin suojaa pumppua epäpuhtauksilta, ja turvaventtiilit sekä veden ja polttoaineen puutteen suojaus varmistavat laitteen toimintavarmuuden.</li>
<li><strong>Helppokäyttöisyys</strong> – Yksi kytkin kaikille toiminnoille ja integroidut säilytystilat varusteille lisäävät käyttömukavuutta.</li>
</ul>
<h3>Tekniset tiedot</h3>
<table>
<tbody>
<tr>
<th>Jännite</th>
<td>3 / 400 / 50 Ph/V/Hz</td>
</tr>
<tr>
<th>Vesimäärä</th>
<td>500 - 1000 l/h</td>
</tr>
<tr>
<th>Käyttöpaine</th>
<td>30 - 210 bar / 3 - 21 MPa</td>
</tr>
<tr>
<th>Max. lämpötila (syöttö 12 °C)</th>
<td>80 - 155 °C</td>
</tr>
<tr>
<th>Liitäntäteho</th>
<td>8 kW</td>
</tr>
<tr>
<th>Polttoaineenkulutus täydellä teholla</th>
<td>7,3 kg/h</td>
</tr>
<tr>
<th>Polttoaineenkulutus eco!efficiency-tilassa</th>
<td>5,8 kg/h</td>
</tr>
<tr>
<th>Virtajohdon pituus</th>
<td>5 m</td>
</tr>
<tr>
<th>Polttoainesäiliö</th>
<td>25 l</td>
</tr>
<tr>
<th>Paino (varusteineen)</th>
<td>172,6 kg</td>
</tr>
<tr>
<th>Mitat (P x L x K)</th>
<td>1330 x 750 x 1210 mm</td>
</tr>
</tbody>
</table>
<p>Kärcher HDS 10/21-4 MXA on ihanteellinen valinta ammattilaisille, jotka tarvitsevat tehokkaan ja luotettavan kuumavesipainepesurin vaativiin puhdistustehtäviin.</p>
<div class=""call-to-action-brand"" data-type=""call-to-action-brand""><a href=""https://www.loukko.com/rahoitus"">Tutustu rahoitusvaihtoehtoihimme &gt;</a></div>
<p>Meiltä myös edulliset toimitukset ympäri Suomea! Katso lisää Kärcher-tuotteita <a href=""https://www.loukko.com/tuotemerkit/karcher"">Kärcher-valikoimastamme</a>.</p>
</div>",,,,Kuumavesipesurit,TRUE,,,,,,,1.071-938.0,,shopify,10000,deny,manual,5249.00,,TRUE,false,,https://www.loukko.com/assets/ProductCatalog/284/SilverShop_Page_Product-283772/1__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,1,,FALSE,Kärcher HDS 10/21-4 MXA Kuumavesipesuri,Kärcher HDS 10/21-4 MXA Kuumavesipesuri,Kuumavesipesurit,,,,,,New,FALSE,,,,,,https://www.loukko.com/assets/ProductCatalog/284/SilverShop_Page_Product-283772/1__PadWzM4OCwzODgsIkZGRkZGRiIsMF0_WatermarkWzAsMCwzODgsMzg4LCJDZW50ZXIiLDI2Njk0MV0_WebP~jpg.webp,,,,,,active,Kuumavesipesurit,Koti & Autotalli
