id,name,price,image_src,category_id,link
52,Eclosoir Turbo 270/S Oeufs,"1 189,60 €",https://www.pro-elevage.com/8991-home_default/eclosoir-turbo-180-oeufs.jpg,9,https://www.pro-elevage.com/couveuses-turbo/4063-9933-eclosoir-turbo-180-oeufs-765.html#/173-equiper_avec_des_paniers-poules/179-paniers-turbo_eco_reglage_digital_panier_en_bois
53,Couveuse Turbo 126,"1 190,70 €",https://www.pro-elevage.com/1409-home_default/couveuse-turbo-126.jpg,9,https://www.pro-elevage.com/couveuses-turbo/753-297-couveuse-turbo-126-753.html#/173-equiper_avec_des_paniers-poules/179-paniers-turbo_eco_reglage_digital_panier_en_bois
54,Couveuse Turbo 168,"1 245,82 €",https://www.pro-elevage.com/3047-home_default/couveuse-turbo-168.jpg,9,https://www.pro-elevage.com/couveuses-turbo/758-309-couveuse-turbo-168-758.html#/173-equiper_avec_des_paniers-poules/181-des_paniers-turbo_eco_reglage_digital_panier_en_bois
55,Eclosoir Turbo 360/S Oeufs,"1 277,80 €",https://www.pro-elevage.com/8992-home_default/eclosoir-turbo-180-oeufs.jpg,9,https://www.pro-elevage.com/couveuses-turbo/4064-9945-eclosoir-turbo-180-oeufs-765.html#/173-equiper_avec_des_paniers-poules/179-paniers-turbo_eco_reglage_digital_panier_en_bois
56,Couveuse Turbo 84,"1 135,58 €",https://www.pro-elevage.com/778-home_default/couveuse-turbo-84.jpg,9,https://www.pro-elevage.com/couveuses-turbo/759-357-couveuse-turbo-84-759.html#/173-equiper_avec_des_paniers-poules/179-paniers-turbo_eco_reglage_digital_panier_en_bois
57,Eclosoir Turbo 540/S Oeufs,"1 366,00 €",https://www.pro-elevage.com/8993-home_default/eclosoir-turbo-180-oeufs.jpg,9,https://www.pro-elevage.com/couveuses-turbo/4065-9957-eclosoir-turbo-180-oeufs-765.html#/173-equiper_avec_des_paniers-poules/179-paniers-turbo_eco_reglage_digital_panier_en_bois
58,Couveuse Turbo 288,"1 433,25 €",https://www.pro-elevage.com/2145-home_default/couveuse-turbo-288.jpg,9,https://www.pro-elevage.com/couveuses-turbo/756-333-couveuse-turbo-288-756.html#/179-paniers-turbo_eco_reglage_digital_panier_en_bois/183-equiper_des_paniers_pour-poules
59,Couveuse Turbo 216,"1 289,93 €",https://www.pro-elevage.com/2149-home_default/couveuse-turbo-216.jpg,9,https://www.pro-elevage.com/couveuses-turbo/755-321-couveuse-turbo-216-755.html#/179-paniers-turbo_eco_reglage_digital_panier_en_bois/183-equiper_des_paniers_pour-poules
60,Couveuse Turbo 432,"1 587,60 €",https://www.pro-elevage.com/2147-home_default/couveuse-turbo-432.jpg,9,https://www.pro-elevage.com/couveuses-turbo/757-345-couveuse-turbo-432-757.html#/173-equiper_avec_des_paniers-poules/179-paniers-turbo_eco_reglage_digital_panier_en_bois
61,"Incubateur reine des abeilles  "" TURBO Queeny ""","1 245,83 €",https://www.pro-elevage.com/7246-home_default/incubateur-reine-des-abeilles-heka-queeny.jpg,9,https://www.pro-elevage.com/couveuse-reines-d-abeille/3512-incubateur-reine-des-abeilles-heka-queeny-3512.html
62,Turbo 84+ S Combi Couveuse et Eclosoir,"2 138,85 €",https://www.pro-elevage.com/2157-home_default/turbo-84s-combi-couveuse-eclosoir.jpg,9,https://www.pro-elevage.com/couveuses-turbo/752-261-turbo-84s-combi-couveuse-eclosoir-752.html#/173-equiper_avec_des_paniers-poules/179-paniers-turbo_eco_reglage_digital_panier_en_bois
63,Turbo 168+S  Combi Couveuse et Eclosoir,"2 293,20 €",https://www.pro-elevage.com/2163-home_default/turbo-168-combi-couveuse-eclosoir.jpg,9,https://www.pro-elevage.com/couveuses-turbo/754-285-turbo-168-combi-couveuse-eclosoir-754.html#/173-equiper_avec_des_paniers-poules/179-paniers-turbo_eco_reglage_digital_panier_en_bois
64,Turbo 126+S Combi Couveuse et Eclosoir,"2 193,98 €",https://www.pro-elevage.com/2162-home_default/turbo-126s-combi-couveuse-eclosoir.jpg,9,https://www.pro-elevage.com/couveuses-turbo/748-273-turbo-126s-combi-couveuse-eclosoir-748.html#/173-equiper_avec_des_paniers-poules/179-paniers-turbo_eco_reglage_digital_panier_en_bois
65,Èclosoirs Favorit  90 à 270 Oeufs,"1 521,45 €",https://www.pro-elevage.com/721-home_default/serie-favorit-eclosoir-90s.jpg,10,https://www.pro-elevage.com/couveuses-favorit/702-438-serie-favorit-eclosoir-90s-702.html#/225-eclosoir_favorit_equiper_des_paniers_en_bois-pour_100_oeufs_de_poules_sur_2_paniers
66,"Incubateur reine des abeilles  "" FAVORIT Queeny ""","1 587,60 €",https://www.pro-elevage.com/9033-home_default/incubateur-reine-des-abeilles-heka-queeny.jpg,10,https://www.pro-elevage.com/couveuse-reines-d-abeille/3513-incubateur-reine-des-abeilles-heka-queeny-3513.html
67,"Couveuse Favorit 84, 126, 168, 216, 288 ou 432","1 741,95 €",https://www.pro-elevage.com/720-home_default/couveuse-favorit.jpg,10,https://www.pro-elevage.com/couveuses-favorit/701-403-couveuse-favorit-701.html#/189-couveuse_favorit_equiper_des_paniers_en_bois-pour_en_total_84_oeufs_des_poules_sur_2_paniers
68,Couveuse et Eclosoir  Favorit 432 +S,"3 461,85 €",https://www.pro-elevage.com/5885-home_default/couveuse-et-eclosoir-serie-favorit-84s.jpg,10,https://www.pro-elevage.com/couveuses-favorit/2845-6004-couveuse-et-eclosoir-serie-favorit-84s-2845.html#/219-couveuse_favorit_equiper_des_paniers_en_bois-pour_en_total_432_oeufs_des_poules_sur_6_paniers
69,Couveuse et Eclosoir  Favorit 84+S,"3 142,13 €",https://www.pro-elevage.com/1404-home_default/couveuse-et-eclosoir-serie-favorit-84s.jpg,10,https://www.pro-elevage.com/couveuses-favorit/699-369-couveuse-et-eclosoir-serie-favorit-84s-699.html#/189-couveuse_favorit_equiper_des_paniers_en_bois-pour_en_total_84_oeufs_des_poules_sur_2_paniers
70,Couveuse et Eclosoir  Favorit + 126 + S,"3 197,25 €",https://www.pro-elevage.com/5881-home_default/couveuse-et-eclosoir-serie-favorit-84s.jpg,10,https://www.pro-elevage.com/couveuses-favorit/2843-5924-couveuse-et-eclosoir-serie-favorit-84s-2843.html#/207-couveuse_favorit_equiper_des_paniers_en_bois-pour_en_total_216_oeufs_des_poules_sur_3_paniers
